customer_name,grant_name,eligibility_code,is_eligible,reason
College of San Mateo,5311 Rural,e0003,false,Customer does not have service to non-urbanized area
College of San Mateo,5339,e0001,false,
College of San Mateo,5339,e0003,false,Customer does not have service to non-urbanized area
College of San Mateo,SB 1 State of Good Repair,e0006,false,Customer is not eligible for state transit assistance
College of San Mateo,SB 1 State of Good Repair,e0001,false,Customer org type is Community College and grant eligible types are transit agency
College of San Mateo,Trade Corridor Enhancement Program TCEP - Rail Freight,e0007,false,Customer does not have service along trade and/or freight corridors
College of San Mateo,Trade Corridor Enhancement Program TCEP - Rail Freight,e0001,false,"Customer org type is Community College and grant eligible types are city, county, mpo, port authority, public construction authority, private entity sponsored by a public agency"
Colusa County Transit Agency,5310,e0001,true,"Customer org type is Independent Agency and grant eligible types are transit agency, local government, mpo, private non-profit"
Colusa County Transit Agency,5310,e0003,true,Customer has service to non-urbanized area
Colusa County Transit Agency,5311 (f) Intercity,e0004,true,Customer has service connecting urban areas
Colusa County Transit Agency,5311 (f) Intercity,e0001,true,"Customer org type is Independent Agency and grant eligible types are transit agency, local government, private non-profit, private for-profit, indian tribal government"
Colusa County Transit Agency,5311 CMAQ,e0005,true,Customer has service in air quality non-attainment area
Colusa County Transit Agency,5311 CMAQ,e0001,true,"Customer org type is Independent Agency and grant eligible types are transit agency, indian tribal government, local government, mpo, private non-profit"
Colusa County Transit Agency,5311 CMAQ,e0003,true,Customer has service to non-urbanized area
Colusa County Transit Agency,5311 Rural,e0001,true,"Customer org type is Independent Agency and grant eligible types are transit agency, indian tribal government, local government, mpo, private non-profit"
Colusa County Transit Agency,5311 Rural,e0003,true,Customer has service to non-urbanized area
Colusa County Transit Agency,5339,e0001,false,
Colusa County Transit Agency,5339,e0003,true,Customer has service to non-urbanized area
Colusa County Transit Agency,SB 1 State of Good Repair,e0006,false,Customer is not eligible for state transit assistance
Colusa County Transit Agency,SB 1 State of Good Repair,e0001,true,Customer org type is Independent Agency and grant eligible types are transit agency
Colusa County Transit Agency,Trade Corridor Enhancement Program TCEP - Rail Freight,e0007,false,Customer does not have service along trade and/or freight corridors
Colusa County Transit Agency,Trade Corridor Enhancement Program TCEP - Rail Freight,e0001,false,"Customer org type is Independent Agency and grant eligible types are city, county, mpo, port authority, public construction authority, private entity sponsored by a public agency"
Colusa County Transportation Commission,5310,e0001,true,"Customer org type is Joint Powers Agency and grant eligible types are transit agency, local government, mpo, private non-profit"
Colusa County Transportation Commission,5310,e0003,false,Customer does not have service to non-urbanized area
Colusa County Transportation Commission,5311 (f) Intercity,e0004,false,Customer does not have service connecting urban areas
Colusa County Transportation Commission,5311 (f) Intercity,e0001,true,"Customer org type is Joint Powers Agency and grant eligible types are transit agency, local government, private non-profit, private for-profit, indian tribal government"
Colusa County Transportation Commission,5311 CMAQ,e0005,false,Customer does not have service in air quality non-attainment area
Colusa County Transportation Commission,5311 CMAQ,e0001,true,"Customer org type is Joint Powers Agency and grant eligible types are transit agency, indian tribal government, local government, mpo, private non-profit"
Colusa County Transportation Commission,5311 CMAQ,e0003,false,Customer does not have service to non-urbanized area
Colusa County Transportation Commission,5311 Rural,e0001,true,"Customer org type is Joint Powers Agency and grant eligible types are transit agency, indian tribal government, local government, mpo, private non-profit"
Colusa County Transportation Commission,5311 Rural,e0003,false,Customer does not have service to non-urbanized area
Colusa County Transportation Commission,5339,e0001,false,
Colusa County Transportation Commission,5339,e0003,false,Customer does not have service to non-urbanized area
Colusa County Transportation Commission,SB 1 State of Good Repair,e0006,false,Customer is not eligible for state transit assistance
Colusa County Transportation Commission,SB 1 State of Good Repair,e0001,true,Customer org type is Joint Powers Agency and grant eligible types are transit agency
Colusa County Transportation Commission,Trade Corridor Enhancement Program TCEP - Rail Freight,e0007,false,Customer does not have service along trade and/or freight corridors
Colusa County Transportation Commission,Trade Corridor Enhancement Program TCEP - Rail Freight,e0001,false,"Customer org type is Joint Powers Agency and grant eligible types are city, county, mpo, port authority, public construction authority, private entity sponsored by a public agency"
Common Ground Senior Services,5310,e0001,true,"Customer org type is Non-Profit Organization and grant eligible types are transit agency, local government, mpo, private non-profit"
Common Ground Senior Services,5310,e0003,false,Customer does not have service to non-urbanized area
Common Ground Senior Services,5311 (f) Intercity,e0004,true,Customer has service connecting urban areas
Common Ground Senior Services,5311 (f) Intercity,e0001,true,"Customer org type is Non-Profit Organization and grant eligible types are transit agency, local government, private non-profit, private for-profit, indian tribal government"
Common Ground Senior Services,5311 CMAQ,e0005,true,Customer has service in air quality non-attainment area
Common Ground Senior Services,5311 CMAQ,e0001,true,"Customer org type is Non-Profit Organization and grant eligible types are transit agency, indian tribal government, local government, mpo, private non-profit"
Common Ground Senior Services,5311 CMAQ,e0003,false,Customer does not have service to non-urbanized area
Common Ground Senior Services,5311 Rural,e0001,true,"Customer org type is Non-Profit Organization and grant eligible types are transit agency, indian tribal government, local government, mpo, private non-profit"
Common Ground Senior Services,5311 Rural,e0003,false,Customer does not have service to non-urbanized area
Common Ground Senior Services,5339,e0001,false,
Common Ground Senior Services,5339,e0003,false,Customer does not have service to non-urbanized area
Common Ground Senior Services,SB 1 State of Good Repair,e0006,true,Customer is eligible for state transit assistance
Common Ground Senior Services,SB 1 State of Good Repair,e0001,false,Customer org type is Non-Profit Organization and grant eligible types are transit agency
Common Ground Senior Services,Trade Corridor Enhancement Program TCEP - Rail Freight,e0007,false,Customer does not have service along trade and/or freight corridors
Common Ground Senior Services,Trade Corridor Enhancement Program TCEP - Rail Freight,e0001,false,"Customer org type is Non-Profit Organization and grant eligible types are city, county, mpo, port authority, public construction authority, private entity sponsored by a public agency"
Community Bridges Inc.,5310,e0001,true,"Customer org type is Non-Profit Organization and grant eligible types are transit agency, local government, mpo, private non-profit"
Community Bridges Inc.,5310,e0003,true,Customer has service to non-urbanized area
Community Bridges Inc.,5311 (f) Intercity,e0004,true,Customer has service connecting urban areas
Community Bridges Inc.,5311 (f) Intercity,e0001,true,"Customer org type is Non-Profit Organization and grant eligible types are transit agency, local government, private non-profit, private for-profit, indian tribal government"
Community Bridges Inc.,5311 CMAQ,e0005,false,Customer does not have service in air quality non-attainment area
Community Bridges Inc.,5311 CMAQ,e0001,true,"Customer org type is Non-Profit Organization and grant eligible types are transit agency, indian tribal government, local government, mpo, private non-profit"
Community Bridges Inc.,5311 CMAQ,e0003,true,Customer has service to non-urbanized area
Community Bridges Inc.,5311 Rural,e0001,true,"Customer org type is Non-Profit Organization and grant eligible types are transit agency, indian tribal government, local government, mpo, private non-profit"
Community Bridges Inc.,5311 Rural,e0003,true,Customer has service to non-urbanized area
Community Bridges Inc.,5339,e0001,false,
Community Bridges Inc.,5339,e0003,true,Customer has service to non-urbanized area
Community Bridges Inc.,SB 1 State of Good Repair,e0001,false,Customer org type is Non-Profit Organization and grant eligible types are transit agency
Community Bridges Inc.,SB 1 State of Good Repair,e0006,true,Customer is eligible for state transit assistance
Community Bridges Inc.,Trade Corridor Enhancement Program TCEP - Rail Freight,e0007,false,Customer does not have service along trade and/or freight corridors
Community Bridges Inc.,Trade Corridor Enhancement Program TCEP - Rail Freight,e0001,false,"Customer org type is Non-Profit Organization and grant eligible types are city, county, mpo, port authority, public construction authority, private entity sponsored by a public agency"
Commute.org,5310,e0001,true,"Customer org type is Joint Powers Agency and grant eligible types are transit agency, local government, mpo, private non-profit"
Commute.org,5310,e0003,false,Customer does not have service to non-urbanized area
Commute.org,5311 (f) Intercity,e0004,false,Customer does not have service connecting urban areas
Commute.org,5311 (f) Intercity,e0001,true,"Customer org type is Joint Powers Agency and grant eligible types are transit agency, local government, private non-profit, private for-profit, indian tribal government"
Commute.org,5311 CMAQ,e0005,true,Customer has service in air quality non-attainment area
Commute.org,5311 CMAQ,e0001,true,"Customer org type is Joint Powers Agency and grant eligible types are transit agency, indian tribal government, local government, mpo, private non-profit"
Commute.org,5311 CMAQ,e0003,false,Customer does not have service to non-urbanized area
Commute.org,5311 Rural,e0001,true,"Customer org type is Joint Powers Agency and grant eligible types are transit agency, indian tribal government, local government, mpo, private non-profit"
Commute.org,5311 Rural,e0003,false,Customer does not have service to non-urbanized area
Commute.org,5339,e0001,false,
Commute.org,5339,e0003,false,Customer does not have service to non-urbanized area
Commute.org,SB 1 State of Good Repair,e0006,true,Customer is eligible for state transit assistance
Commute.org,SB 1 State of Good Repair,e0001,true,Customer org type is Joint Powers Agency and grant eligible types are transit agency
Commute.org,Trade Corridor Enhancement Program TCEP - Rail Freight,e0007,true,Customer has service along trade and/or freight corridors
Commute.org,Trade Corridor Enhancement Program TCEP - Rail Freight,e0001,false,"Customer org type is Joint Powers Agency and grant eligible types are city, county, mpo, port authority, public construction authority, private entity sponsored by a public agency"
Conduent Inc,5310,e0001,false,"Customer org type is Company and grant eligible types are transit agency, local government, mpo, private non-profit"
Conduent Inc,5310,e0003,true,Customer has service to non-urbanized area
Conduent Inc,5311 (f) Intercity,e0004,true,Customer has service connecting urban areas
Conduent Inc,5311 (f) Intercity,e0001,true,"Customer org type is Company and grant eligible types are transit agency, local government, private non-profit, private for-profit, indian tribal government"
Conduent Inc,5311 CMAQ,e0005,false,Customer does not have service in air quality non-attainment area
Conduent Inc,5311 CMAQ,e0001,false,"Customer org type is Company and grant eligible types are transit agency, indian tribal government, local government, mpo, private non-profit"
Conduent Inc,5311 CMAQ,e0003,true,Customer has service to non-urbanized area
Conduent Inc,5311 Rural,e0001,false,"Customer org type is Company and grant eligible types are transit agency, indian tribal government, local government, mpo, private non-profit"
Conduent Inc,5311 Rural,e0003,true,Customer has service to non-urbanized area
Conduent Inc,5339,e0001,false,
Conduent Inc,5339,e0003,true,Customer has service to non-urbanized area
Conduent Inc,SB 1 State of Good Repair,e0006,false,Customer is not eligible for state transit assistance
Conduent Inc,SB 1 State of Good Repair,e0001,false,Customer org type is Company and grant eligible types are transit agency
Conduent Inc,Trade Corridor Enhancement Program TCEP - Rail Freight,e0007,false,Customer does not have service along trade and/or freight corridors
Conduent Inc,Trade Corridor Enhancement Program TCEP - Rail Freight,e0001,false,"Customer org type is Company and grant eligible types are city, county, mpo, port authority, public construction authority, private entity sponsored by a public agency"
Connectpoint,5310,e0001,false,"Customer org type is Company and grant eligible types are transit agency, local government, mpo, private non-profit"
Connectpoint,5310,e0003,false,Customer does not have service to non-urbanized area
Connectpoint,5311 (f) Intercity,e0004,,Customer may or may not have service connecting urban areas
Connectpoint,5311 (f) Intercity,e0001,true,"Customer org type is Company and grant eligible types are transit agency, local government, private non-profit, private for-profit, indian tribal government"
Connectpoint,5311 CMAQ,e0005,false,Customer does not have service in air quality non-attainment area
Connectpoint,5311 CMAQ,e0001,false,"Customer org type is Company and grant eligible types are transit agency, indian tribal government, local government, mpo, private non-profit"
Connectpoint,5311 CMAQ,e0003,false,Customer does not have service to non-urbanized area
Connectpoint,5311 Rural,e0001,false,"Customer org type is Company and grant eligible types are transit agency, indian tribal government, local government, mpo, private non-profit"
Connectpoint,5311 Rural,e0003,false,Customer does not have service to non-urbanized area
Connectpoint,5339,e0001,false,
Connectpoint,5339,e0003,false,Customer does not have service to non-urbanized area
Connectpoint,SB 1 State of Good Repair,e0006,true,Customer is eligible for state transit assistance
Connectpoint,SB 1 State of Good Repair,e0001,false,Customer org type is Company and grant eligible types are transit agency
Connectpoint,Trade Corridor Enhancement Program TCEP - Rail Freight,e0007,true,Customer has service along trade and/or freight corridors
Connectpoint,Trade Corridor Enhancement Program TCEP - Rail Freight,e0001,false,"Customer org type is Company and grant eligible types are city, county, mpo, port authority, public construction authority, private entity sponsored by a public agency"
Connexionz Inc.,5310,e0001,false,"Customer org type is Company and grant eligible types are transit agency, local government, mpo, private non-profit"
Connexionz Inc.,5310,e0003,false,Customer does not have service to non-urbanized area
Connexionz Inc.,5311 (f) Intercity,e0004,,Customer may or may not have service connecting urban areas
Connexionz Inc.,5311 (f) Intercity,e0001,true,"Customer org type is Company and grant eligible types are transit agency, local government, private non-profit, private for-profit, indian tribal government"
Connexionz Inc.,5311 CMAQ,e0005,false,Customer does not have service in air quality non-attainment area
Connexionz Inc.,5311 CMAQ,e0001,false,"Customer org type is Company and grant eligible types are transit agency, indian tribal government, local government, mpo, private non-profit"
Connexionz Inc.,5311 CMAQ,e0003,false,Customer does not have service to non-urbanized area
Connexionz Inc.,5311 Rural,e0001,false,"Customer org type is Company and grant eligible types are transit agency, indian tribal government, local government, mpo, private non-profit"
Connexionz Inc.,5311 Rural,e0003,false,Customer does not have service to non-urbanized area
Connexionz Inc.,5339,e0001,false,
Connexionz Inc.,5339,e0003,false,Customer does not have service to non-urbanized area
Connexionz Inc.,SB 1 State of Good Repair,e0006,false,Customer is not eligible for state transit assistance
Connexionz Inc.,SB 1 State of Good Repair,e0001,false,Customer org type is Company and grant eligible types are transit agency
Connexionz Inc.,Trade Corridor Enhancement Program TCEP - Rail Freight,e0007,true,Customer has service along trade and/or freight corridors
Connexionz Inc.,Trade Corridor Enhancement Program TCEP - Rail Freight,e0001,false,"Customer org type is Company and grant eligible types are city, county, mpo, port authority, public construction authority, private entity sponsored by a public agency"
Consolidated Tribal Health Project Inc.,5310,e0001,true,"Customer org type is Non-Profit Organization and grant eligible types are transit agency, local government, mpo, private non-profit"
Consolidated Tribal Health Project Inc.,5310,e0003,true,Customer has service to non-urbanized area
Consolidated Tribal Health Project Inc.,5311 (f) Intercity,e0004,false,Customer does not have service connecting urban areas
Consolidated Tribal Health Project Inc.,5311 (f) Intercity,e0001,true,"Customer org type is Non-Profit Organization and grant eligible types are transit agency, local government, private non-profit, private for-profit, indian tribal government"
Consolidated Tribal Health Project Inc.,5311 CMAQ,e0005,true,Customer has service in air quality non-attainment area
Consolidated Tribal Health Project Inc.,5311 CMAQ,e0001,true,"Customer org type is Non-Profit Organization and grant eligible types are transit agency, indian tribal government, local government, mpo, private non-profit"
Consolidated Tribal Health Project Inc.,5311 CMAQ,e0003,true,Customer has service to non-urbanized area
Consolidated Tribal Health Project Inc.,5311 Rural,e0001,true,"Customer org type is Non-Profit Organization and grant eligible types are transit agency, indian tribal government, local government, mpo, private non-profit"
Consolidated Tribal Health Project Inc.,5311 Rural,e0003,true,Customer has service to non-urbanized area
Consolidated Tribal Health Project Inc.,5339,e0001,false,
Consolidated Tribal Health Project Inc.,5339,e0003,true,Customer has service to non-urbanized area
Consolidated Tribal Health Project Inc.,SB 1 State of Good Repair,e0001,false,Customer org type is Non-Profit Organization and grant eligible types are transit agency
Consolidated Tribal Health Project Inc.,SB 1 State of Good Repair,e0006,false,Customer is not eligible for state transit assistance
Consolidated Tribal Health Project Inc.,Trade Corridor Enhancement Program TCEP - Rail Freight,e0007,false,Customer does not have service along trade and/or freight corridors
Consolidated Tribal Health Project Inc.,Trade Corridor Enhancement Program TCEP - Rail Freight,e0001,false,"Customer org type is Non-Profit Organization and grant eligible types are city, county, mpo, port authority, public construction authority, private entity sponsored by a public agency"
Constellation Software Inc,5310,e0001,false,"Customer org type is Company and grant eligible types are transit agency, local government, mpo, private non-profit"
Constellation Software Inc,5310,e0003,true,Customer has service to non-urbanized area
Constellation Software Inc,5311 (f) Intercity,e0004,true,Customer has service connecting urban areas
Constellation Software Inc,5311 (f) Intercity,e0001,true,"Customer org type is Company and grant eligible types are transit agency, local government, private non-profit, private for-profit, indian tribal government"
Constellation Software Inc,5311 CMAQ,e0005,true,Customer has service in air quality non-attainment area
Constellation Software Inc,5311 CMAQ,e0001,false,"Customer org type is Company and grant eligible types are transit agency, indian tribal government, local government, mpo, private non-profit"
Constellation Software Inc,5311 CMAQ,e0003,true,Customer has service to non-urbanized area
Constellation Software Inc,5311 Rural,e0001,false,"Customer org type is Company and grant eligible types are transit agency, indian tribal government, local government, mpo, private non-profit"
Constellation Software Inc,5311 Rural,e0003,true,Customer has service to non-urbanized area
Constellation Software Inc,5339,e0001,false,
Constellation Software Inc,5339,e0003,true,Customer has service to non-urbanized area
Constellation Software Inc,SB 1 State of Good Repair,e0006,false,Customer is not eligible for state transit assistance
Constellation Software Inc,SB 1 State of Good Repair,e0001,false,Customer org type is Company and grant eligible types are transit agency
Constellation Software Inc,Trade Corridor Enhancement Program TCEP - Rail Freight,e0007,false,Customer does not have service along trade and/or freight corridors
Constellation Software Inc,Trade Corridor Enhancement Program TCEP - Rail Freight,e0001,false,"Customer org type is Company and grant eligible types are city, county, mpo, port authority, public construction authority, private entity sponsored by a public agency"
Contra Costa Transportation Authority,5310,e0001,true,"Customer org type is Independent Agency and grant eligible types are transit agency, local government, mpo, private non-profit"
Contra Costa Transportation Authority,5310,e0003,true,Customer has service to non-urbanized area
Contra Costa Transportation Authority,5311 (f) Intercity,e0004,true,Customer has service connecting urban areas
Contra Costa Transportation Authority,5311 (f) Intercity,e0001,true,"Customer org type is Independent Agency and grant eligible types are transit agency, local government, private non-profit, private for-profit, indian tribal government"
Contra Costa Transportation Authority,5311 CMAQ,e0005,false,Customer does not have service in air quality non-attainment area
Contra Costa Transportation Authority,5311 CMAQ,e0001,true,"Customer org type is Independent Agency and grant eligible types are transit agency, indian tribal government, local government, mpo, private non-profit"
Contra Costa Transportation Authority,5311 CMAQ,e0003,true,Customer has service to non-urbanized area
Contra Costa Transportation Authority,5311 Rural,e0001,true,"Customer org type is Independent Agency and grant eligible types are transit agency, indian tribal government, local government, mpo, private non-profit"
Contra Costa Transportation Authority,5311 Rural,e0003,true,Customer has service to non-urbanized area
Contra Costa Transportation Authority,5339,e0001,false,
Contra Costa Transportation Authority,5339,e0003,true,Customer has service to non-urbanized area
Contra Costa Transportation Authority,SB 1 State of Good Repair,e0006,false,Customer is not eligible for state transit assistance
Contra Costa Transportation Authority,SB 1 State of Good Repair,e0001,true,Customer org type is Independent Agency and grant eligible types are transit agency
Contra Costa Transportation Authority,Trade Corridor Enhancement Program TCEP - Rail Freight,e0007,true,Customer has service along trade and/or freight corridors
Contra Costa Transportation Authority,Trade Corridor Enhancement Program TCEP - Rail Freight,e0001,false,"Customer org type is Independent Agency and grant eligible types are city, county, mpo, port authority, public construction authority, private entity sponsored by a public agency"
Conveyal,5310,e0001,false,"Customer org type is Company and grant eligible types are transit agency, local government, mpo, private non-profit"
Conveyal,5310,e0003,false,Customer does not have service to non-urbanized area
Conveyal,5311 (f) Intercity,e0004,true,Customer has service connecting urban areas
Conveyal,5311 (f) Intercity,e0001,true,"Customer org type is Company and grant eligible types are transit agency, local government, private non-profit, private for-profit, indian tribal government"
Conveyal,5311 CMAQ,e0005,true,Customer has service in air quality non-attainment area
Conveyal,5311 CMAQ,e0001,false,"Customer org type is Company and grant eligible types are transit agency, indian tribal government, local government, mpo, private non-profit"
Conveyal,5311 CMAQ,e0003,false,Customer does not have service to non-urbanized area
Conveyal,5311 Rural,e0001,false,"Customer org type is Company and grant eligible types are transit agency, indian tribal government, local government, mpo, private non-profit"
Conveyal,5311 Rural,e0003,false,Customer does not have service to non-urbanized area
Conveyal,5339,e0001,false,
Conveyal,5339,e0003,false,Customer does not have service to non-urbanized area
Conveyal,SB 1 State of Good Repair,e0006,false,Customer is not eligible for state transit assistance
Conveyal,SB 1 State of Good Repair,e0001,false,Customer org type is Company and grant eligible types are transit agency
Conveyal,Trade Corridor Enhancement Program TCEP - Rail Freight,e0007,false,Customer does not have service along trade and/or freight corridors
Conveyal,Trade Corridor Enhancement Program TCEP - Rail Freight,e0001,false,"Customer org type is Company and grant eligible types are city, county, mpo, port authority, public construction authority, private entity sponsored by a public agency"
Corinthian Inc.,5310,e0001,false,"Customer org type is Company and grant eligible types are transit agency, local government, mpo, private non-profit"
Corinthian Inc.,5310,e0003,false,Customer does not have service to non-urbanized area
Corinthian Inc.,5311 (f) Intercity,e0004,true,Customer has service connecting urban areas
Corinthian Inc.,5311 (f) Intercity,e0001,true,"Customer org type is Company and grant eligible types are transit agency, local government, private non-profit, private for-profit, indian tribal government"
Corinthian Inc.,5311 CMAQ,e0005,false,Customer does not have service in air quality non-attainment area
Corinthian Inc.,5311 CMAQ,e0001,false,"Customer org type is Company and grant eligible types are transit agency, indian tribal government, local government, mpo, private non-profit"
Corinthian Inc.,5311 CMAQ,e0003,false,Customer does not have service to non-urbanized area
Corinthian Inc.,5311 Rural,e0001,false,"Customer org type is Company and grant eligible types are transit agency, indian tribal government, local government, mpo, private non-profit"
Corinthian Inc.,5311 Rural,e0003,false,Customer does not have service to non-urbanized area
Corinthian Inc.,5339,e0001,false,
Corinthian Inc.,5339,e0003,false,Customer does not have service to non-urbanized area
Corinthian Inc.,SB 1 State of Good Repair,e0001,false,Customer org type is Company and grant eligible types are transit agency
Corinthian Inc.,SB 1 State of Good Repair,e0006,false,Customer is not eligible for state transit assistance
Corinthian Inc.,Trade Corridor Enhancement Program TCEP - Rail Freight,e0007,false,Customer does not have service along trade and/or freight corridors
Corinthian Inc.,Trade Corridor Enhancement Program TCEP - Rail Freight,e0001,false,"Customer org type is Company and grant eligible types are city, county, mpo, port authority, public construction authority, private entity sponsored by a public agency"
Costa Mesa Senior Center,5310,e0001,true,"Customer org type is Non-Profit Organization and grant eligible types are transit agency, local government, mpo, private non-profit"
Costa Mesa Senior Center,5310,e0003,true,Customer has service to non-urbanized area
Costa Mesa Senior Center,5311 (f) Intercity,e0004,true,Customer has service connecting urban areas
Costa Mesa Senior Center,5311 (f) Intercity,e0001,true,"Customer org type is Non-Profit Organization and grant eligible types are transit agency, local government, private non-profit, private for-profit, indian tribal government"
Costa Mesa Senior Center,5311 CMAQ,e0005,false,Customer does not have service in air quality non-attainment area
Costa Mesa Senior Center,5311 CMAQ,e0001,true,"Customer org type is Non-Profit Organization and grant eligible types are transit agency, indian tribal government, local government, mpo, private non-profit"
Costa Mesa Senior Center,5311 CMAQ,e0003,true,Customer has service to non-urbanized area
Costa Mesa Senior Center,5311 Rural,e0001,true,"Customer org type is Non-Profit Organization and grant eligible types are transit agency, indian tribal government, local government, mpo, private non-profit"
Costa Mesa Senior Center,5311 Rural,e0003,true,Customer has service to non-urbanized area
Costa Mesa Senior Center,5339,e0001,false,
Costa Mesa Senior Center,5339,e0003,true,Customer has service to non-urbanized area
Costa Mesa Senior Center,SB 1 State of Good Repair,e0006,false,Customer is not eligible for state transit assistance
Costa Mesa Senior Center,SB 1 State of Good Repair,e0001,false,Customer org type is Non-Profit Organization and grant eligible types are transit agency
Costa Mesa Senior Center,Trade Corridor Enhancement Program TCEP - Rail Freight,e0007,true,Customer has service along trade and/or freight corridors
Costa Mesa Senior Center,Trade Corridor Enhancement Program TCEP - Rail Freight,e0001,false,"Customer org type is Non-Profit Organization and grant eligible types are city, county, mpo, port authority, public construction authority, private entity sponsored by a public agency"
Council of San Benito County Governments,5310,e0001,true,"Customer org type is MPO/RTPA and grant eligible types are transit agency, local government, mpo, private non-profit"
Council of San Benito County Governments,5310,e0003,false,Customer does not have service to non-urbanized area
Council of San Benito County Governments,5311 (f) Intercity,e0004,false,Customer does not have service connecting urban areas
Council of San Benito County Governments,5311 (f) Intercity,e0001,false,"Customer org type is MPO/RTPA and grant eligible types are transit agency, local government, private non-profit, private for-profit, indian tribal government"
Council of San Benito County Governments,5311 CMAQ,e0005,false,Customer does not have service in air quality non-attainment area
Council of San Benito County Governments,5311 CMAQ,e0001,true,"Customer org type is MPO/RTPA and grant eligible types are transit agency, indian tribal government, local government, mpo, private non-profit"
Council of San Benito County Governments,5311 CMAQ,e0003,false,Customer does not have service to non-urbanized area
Council of San Benito County Governments,5311 Rural,e0001,true,"Customer org type is MPO/RTPA and grant eligible types are transit agency, indian tribal government, local government, mpo, private non-profit"
Council of San Benito County Governments,5311 Rural,e0003,false,Customer does not have service to non-urbanized area
Council of San Benito County Governments,5339,e0001,false,
Council of San Benito County Governments,5339,e0003,false,Customer does not have service to non-urbanized area
Council of San Benito County Governments,SB 1 State of Good Repair,e0006,false,Customer is not eligible for state transit assistance
Council of San Benito County Governments,SB 1 State of Good Repair,e0001,false,Customer org type is MPO/RTPA and grant eligible types are transit agency
Council of San Benito County Governments,Trade Corridor Enhancement Program TCEP - Rail Freight,e0007,false,Customer does not have service along trade and/or freight corridors
Council of San Benito County Governments,Trade Corridor Enhancement Program TCEP - Rail Freight,e0001,true,"Customer org type is MPO/RTPA and grant eligible types are city, county, mpo, port authority, public construction authority, private entity sponsored by a public agency"
Covina Transit,5310,e0001,false,"Customer org type is City/Town and grant eligible types are transit agency, local government, mpo, private non-profit"
Covina Transit,5310,e0003,false,Customer does not have service to non-urbanized area
Covina Transit,5311 (f) Intercity,e0004,true,Customer has service connecting urban areas
Covina Transit,5311 (f) Intercity,e0001,false,"Customer org type is City/Town and grant eligible types are transit agency, local government, private non-profit, private for-profit, indian tribal government"
Covina Transit,5311 CMAQ,e0005,false,Customer does not have service in air quality non-attainment area
Covina Transit,5311 CMAQ,e0001,false,"Customer org type is City/Town and grant eligible types are transit agency, indian tribal government, local government, mpo, private non-profit"
Covina Transit,5311 CMAQ,e0003,false,Customer does not have service to non-urbanized area
Covina Transit,5311 Rural,e0001,false,"Customer org type is City/Town and grant eligible types are transit agency, indian tribal government, local government, mpo, private non-profit"
Covina Transit,5311 Rural,e0003,false,Customer does not have service to non-urbanized area
Covina Transit,5339,e0001,false,
Covina Transit,5339,e0003,false,Customer does not have service to non-urbanized area
Covina Transit,SB 1 State of Good Repair,e0006,true,Customer is eligible for state transit assistance
Covina Transit,SB 1 State of Good Repair,e0001,false,Customer org type is City/Town and grant eligible types are transit agency
Covina Transit,Trade Corridor Enhancement Program TCEP - Rail Freight,e0007,true,Customer has service along trade and/or freight corridors
Covina Transit,Trade Corridor Enhancement Program TCEP - Rail Freight,e0001,true,"Customer org type is City/Town and grant eligible types are city, county, mpo, port authority, public construction authority, private entity sponsored by a public agency"
Cubic,5310,e0001,false,"Customer org type is Company and grant eligible types are transit agency, local government, mpo, private non-profit"
Cubic,5310,e0003,false,Customer does not have service to non-urbanized area
Cubic,5311 (f) Intercity,e0004,,Customer may or may not have service connecting urban areas
Cubic,5311 (f) Intercity,e0001,true,"Customer org type is Company and grant eligible types are transit agency, local government, private non-profit, private for-profit, indian tribal government"
Cubic,5311 CMAQ,e0005,true,Customer has service in air quality non-attainment area
Cubic,5311 CMAQ,e0001,false,"Customer org type is Company and grant eligible types are transit agency, indian tribal government, local government, mpo, private non-profit"
Cubic,5311 CMAQ,e0003,false,Customer does not have service to non-urbanized area
Cubic,5311 Rural,e0001,false,"Customer org type is Company and grant eligible types are transit agency, indian tribal government, local government, mpo, private non-profit"
Cubic,5311 Rural,e0003,false,Customer does not have service to non-urbanized area
Cubic,5339,e0001,false,
Cubic,5339,e0003,false,Customer does not have service to non-urbanized area
Cubic,SB 1 State of Good Repair,e0006,false,Customer is not eligible for state transit assistance
Cubic,SB 1 State of Good Repair,e0001,false,Customer org type is Company and grant eligible types are transit agency
Cubic,Trade Corridor Enhancement Program TCEP - Rail Freight,e0007,true,Customer has service along trade and/or freight corridors
Cubic,Trade Corridor Enhancement Program TCEP - Rail Freight,e0001,false,"Customer org type is Company and grant eligible types are city, county, mpo, port authority, public construction authority, private entity sponsored by a public agency"
Curry Public Transit,5310,e0001,true,"Customer org type is Independent Agency and grant eligible types are transit agency, local government, mpo, private non-profit"
Curry Public Transit,5310,e0003,false,Customer does not have service to non-urbanized area
Curry Public Transit,5311 (f) Intercity,e0004,true,Customer has service connecting urban areas
Curry Public Transit,5311 (f) Intercity,e0001,true,"Customer org type is Independent Agency and grant eligible types are transit agency, local government, private non-profit, private for-profit, indian tribal government"
Curry Public Transit,5311 CMAQ,e0005,true,Customer has service in air quality non-attainment area
Curry Public Transit,5311 CMAQ,e0001,true,"Customer org type is Independent Agency and grant eligible types are transit agency, indian tribal government, local government, mpo, private non-profit"
Curry Public Transit,5311 CMAQ,e0003,false,Customer does not have service to non-urbanized area
